date,open,high,low,close,volume,sma_10,sma_20,sma_50,ema_12,ema_26,rsi_14,macd,macd_signal,volatility_20
2023-01-12,-0.4043699008150901,-0.4043699008150901,-0.4043699008150901,-0.4043699008150901,-0.40436990081509006,-0.5534005852006837,-0.4740870807567687,-0.4043699008150901,-0.5121763100783748,-0.5701714974779032,0.18569533828150853,-0.32369820180109404,-0.49067556718876565,0.3954183270213702
2023-01-13,-0.2888356434393501,-0.2888356434393501,-0.2888356434393501,-0.2888356434393501,-0.28883564343935003,-0.42318868280052285,-0.3851957531148747,-0.2888356434393501,-0.3957984070979257,-0.46291654711657687,0.18569533832371152,-0.18287348948012203,-0.35254528936428503,0.32450076062953
2023-01-14,-0.17330138606361004,-0.17330138606361004,-0.17330138606361004,-0.17330138606361004,-0.17330138606361,-0.29297678040036196,-0.29630442547298075,-0.17330138606361004,-0.27663318778608653,-0.3504284472880978,0.1856953383594228,-0.04671326716730838,-0.21295468109303856,0.26093807961487947
2023-01-15,-0.05776712868787001,-0.05776712868787001,-0.05776712868787001,-0.05776712868787001,-0.057767128687870005,-0.1627648780002011,-0.20741309783108677,-0.05776712868787001,-0.1551094700399962,-0.23309483869373954,0.1856953387879505,0.08424075673668967,-0.07330795042478397,0.20364852816643653
2023-01-16,0.05776712868787001,0.05776712868787001,0.05776712868787001,0.05776712868787001,0.057767128687870005,-0.032552975600040224,-0.1185217701891928,0.05776712868787001,-0.03159009977261567,-0.11127464790874851,0.1856953387879505,0.20962349671463873,0.06519354706330786,0.15176549292704544
2023-01-17,0.17330138606361004,0.17330138606361004,0.17330138606361004,0.17330138606361004,0.17330138606361,0.09765892680012066,-0.02963044254729883,0.17330138606361004,0.09361789955124133,0.014699785645344807,0.1856953387879505,0.32921240752001485,0.2015411870565574,0.10458567155889908
2023-01-18,0.2888356434393501,0.2888356434393501,0.2888356434393501,0.2888356434393501,0.28883564343935003,0.22787082920028154,0.05926088509459514,0.2888356434393501,0.2202547388459619,0.14452074028194004,0.1856953387879505,0.44289915688470577,0.33490492829194646,0.06153150501329873
2023-01-19,0.4043699008150901,0.4043699008150901,0.4043699008150901,0.4043699008150901,0.40436990081509006,0.3580827316004424,0.1481522127364891,0.4043699008150901,0.34810059657756603,0.2779032885134437,0.1856953387879505,0.5506661301991184,0.46461697494694615,0.022123531876328373
2023-01-20,0.5199041581908301,0.5199041581908301,0.5199041581908301,0.5199041581908301,0.51990415819083,0.4882946340006033,0.23704354037838307,0.5199041581908301,0.47696946990961303,0.4145836085920851,0.1856953387879505,0.6525669886785436,0.5901545534090191,-0.01404024953800613
2023-01-21,0.6354384155665701,0.6354384155665701,0.6354384155665701,0.6354384155665701,0.6354384155665701,0.6185065364007641,0.414826195662171,0.6354384155665701,0.6067039718266494,0.5543174211217794,0.1856953387879505,0.7487106248971724,0.7111227062913335,-1.096778966741886
2023-01-22,0.7509726729423102,0.7509726729423102,0.7509726729423102,0.7509726729423102,0.7509726729423101,0.748718438800925,0.5926088509459589,0.7509726729423102,0.7371709287002131,0.6968785414765251,0.1856953387879505,0.8392479629203634,0.8272377079051645,-1.1028235130378996
2023-01-23,0.8665069303180502,0.8665069303180502,0.8665069303180502,0.8665069303180502,0.86650693031805,0.8789303412010859,0.7703915062297468,0.8665069303180502,0.8682576551523787,0.842057539447058,0.1856953387879505,0.924361137536618,0.9383114851181202,-1.108704875353742
2023-01-24,0.9820411876937902,0.9820411876937902,0.9820411876937902,0.9820411876937902,0.9820411876937901,1.009142243601247,0.9481741615135348,0.9820411876937902,0.9998688020172063,0.9896604981729483,0.1856953387879505,1.0042546607700424,1.044237267041537,-1.1144288862782397
2023-01-25,1.0975754450695303,1.0975754450695303,1.0975754450695303,1.0975754450695303,1.09757544506953,1.1393541460014076,1.1259568167973228,1.0975754450695303,1.1319236892312114,1.1395078650056532,0.1856953387879505,1.079148246045601,1.144976571887048,-1.1200011196417516
2023-01-26,1.2131097024452704,1.2131097024452704,1.2131097024452704,1.2131097024452704,1.2131097024452702,1.2695660484015685,1.3037394720811106,1.2131097024452704,1.2643540490483647,1.291433387492812,0.1856953387879505,1.1492710128610042,1.2405475584606822,-1.1254269041951743
2023-01-27,1.3286439598210102,1.3286439598210102,1.3286439598210102,1.3286439598210102,1.3286439598210102,1.3997779508017294,1.4815221273648986,1.3286439598210102,1.3971021164527981,1.4452831281785434,0.1856953387879505,1.2148568390957617,1.3310147145238929,-1.1307113364512371
2023-01-28,1.4441782171967503,1.4441782171967503,1.4441782171967503,1.4441782171967503,1.44417821719675,1.5299898532018903,1.6593047826486866,1.4441782171967503,1.5301190133541605,1.60091455238147,0.1856953387879505,1.2761406654313283,1.4164798180369669,-1.1358592927462676
2023-01-29,1.5597124745724904,1.5597124745724904,1.5597124745724904,1.5597124745724904,1.5597124745724902,1.6602017556020512,1.8370874379324744,1.5597124745724904,1.663363381368311,1.7581956835447619,0.1856953387879505,1.333355587842063,1.497074085055106,-1.140875440576094
2023-01-30,1.6752467319482305,1.6752467319482305,1.6752467319482305,1.6752467319482305,1.6752467319482303,1.790413658002212,2.0148700932162624,1.6752467319482305,1.7968002249394344,1.9170043211528387,0.1856953387879505,1.3867306006545757,1.5729514059202936,-1.145764249255808
